X,site_id,site_name,origin,city,state,partner_faculty,lat,lon,mgmt_type,google_img_id,pct_imp_2024,closest_zip,usda_plant_hardiness_2023,tree_canopy_cover_2023_science,tree_canopy_cover_2023_nlcd,CEC_landcover_2020,NLCD_landcover_2024,public_ok,AREASYMBOL,MUSYM,MUKEY,cokey,hzname,hzdept_r,hzdepb_r,sandtotal_r,silttotal_r,claytotal_r,om_r,geometry
73,M12,Ridge Road Tennis Court,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2084737,-77.242564,"Managed: mowed/tended lawns, yard, or park",1FLHR2DmC0QVQKLntWGh0q3D4ijFCvRdv,27,20876,7b,64,62,Urban and built-up,"Developed, Low Intensity",TRUE,MD031,17C,533584,25779740,H2,20,38,37.900001525878906,35.599998474121094,26.5,0.3799999952316284,"c(1594411.57058076, 1956139.37984828)"
73,M12,Ridge Road Tennis Court,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2084737,-77.242564,"Managed: mowed/tended lawns, yard, or park",1FLHR2DmC0QVQKLntWGh0q3D4ijFCvRdv,27,20876,7b,64,62,Urban and built-up,"Developed, Low Intensity",TRUE,MD031,17C,533584,25779740,H3,38,150,43.79999923706055,40.20000076293945,16,0.3799999952316284,"c(1594411.57058076, 1956139.37984828)"
73,M12,Ridge Road Tennis Court,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2084737,-77.242564,"Managed: mowed/tended lawns, yard, or park",1FLHR2DmC0QVQKLntWGh0q3D4ijFCvRdv,27,20876,7b,64,62,Urban and built-up,"Developed, Low Intensity",TRUE,MD031,17C,533584,25779740,H1,0,20,43.29999923706055,39.70000076293945,17,2,"c(1594411.57058076, 1956139.37984828)"
74,M13,Goshen Stream Davis Mill,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2108606,-77.2053983,"Managed: mowed/tended lawns, yard, or park",1LrilZORD3AZeupIKsQrutBO4A2aHv5L_,6,20876,7b,79,82,Urban and built-up,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,A,5,20,24,60.599998474121094,15.399999618530273,5.199999809265137,"c(1597476.8974097, 1957025.8378175)"
74,M13,Goshen Stream Davis Mill,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2108606,-77.2053983,"Managed: mowed/tended lawns, yard, or park",1LrilZORD3AZeupIKsQrutBO4A2aHv5L_,6,20876,7b,79,82,Urban and built-up,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,Bg,20,46,27,55,18,0.25,"c(1597476.8974097, 1957025.8378175)"
74,M13,Goshen Stream Davis Mill,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2108606,-77.2053983,"Managed: mowed/tended lawns, yard, or park",1LrilZORD3AZeupIKsQrutBO4A2aHv5L_,6,20876,7b,79,82,Urban and built-up,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,Cg,46,168,41,40,19,0.25,"c(1597476.8974097, 1957025.8378175)"
74,M13,Goshen Stream Davis Mill,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2108606,-77.2053983,"Managed: mowed/tended lawns, yard, or park",1LrilZORD3AZeupIKsQrutBO4A2aHv5L_,6,20876,7b,79,82,Urban and built-up,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,Oi,0,5,0,0,0,68,"c(1597476.8974097, 1957025.8378175)"
75,M14,Goshen Stream Glade,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2109581,-77.2046218,"Unmanaged: wild plants/weeds, forest, or grassland",116VaDyIuBjiaSV8ZX4tfARsnmnSfjaNj,0,20876,7b,87,85,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,A,5,20,24,60.599998474121094,15.399999618530273,5.199999809265137,"c(1597539.88731506, 1957049.60535132)"
75,M14,Goshen Stream Glade,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2109581,-77.2046218,"Unmanaged: wild plants/weeds, forest, or grassland",116VaDyIuBjiaSV8ZX4tfARsnmnSfjaNj,0,20876,7b,87,85,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,Bg,20,46,27,55,18,0.25,"c(1597539.88731506, 1957049.60535132)"
75,M14,Goshen Stream Glade,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2109581,-77.2046218,"Unmanaged: wild plants/weeds, forest, or grassland",116VaDyIuBjiaSV8ZX4tfARsnmnSfjaNj,0,20876,7b,87,85,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,Cg,46,168,41,40,19,0.25,"c(1597539.88731506, 1957049.60535132)"
75,M14,Goshen Stream Glade,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2109581,-77.2046218,"Unmanaged: wild plants/weeds, forest, or grassland",116VaDyIuBjiaSV8ZX4tfARsnmnSfjaNj,0,20876,7b,87,85,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,Oi,0,5,0,0,0,68,"c(1597539.88731506, 1957049.60535132)"
76,M15,Goshen Stream Seneca Trailhead,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2019044,-77.2025498,"Managed: mowed/tended lawns, yard, or park",1coKQBwchZR4I60PeLKQ2lb5VomMu08Yz,0,20882,7b,23,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,17C,533584,25779740,H4,150,160,NA,NA,NA,0.3799999952316284,"c(1597913.10129966, 1956089.50427026)"
76,M15,Goshen Stream Seneca Trailhead,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2019044,-77.2025498,"Managed: mowed/tended lawns, yard, or park",1coKQBwchZR4I60PeLKQ2lb5VomMu08Yz,0,20882,7b,23,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,17C,533584,25779740,H2,20,38,37.900001525878906,35.599998474121094,26.5,0.3799999952316284,"c(1597913.10129966, 1956089.50427026)"
76,M15,Goshen Stream Seneca Trailhead,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2019044,-77.2025498,"Managed: mowed/tended lawns, yard, or park",1coKQBwchZR4I60PeLKQ2lb5VomMu08Yz,0,20882,7b,23,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,17C,533584,25779740,H3,38,150,43.79999923706055,40.20000076293945,16,0.3799999952316284,"c(1597913.10129966, 1956089.50427026)"
76,M15,Goshen Stream Seneca Trailhead,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2019044,-77.2025498,"Managed: mowed/tended lawns, yard, or park",1coKQBwchZR4I60PeLKQ2lb5VomMu08Yz,0,20882,7b,23,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,17C,533584,25779740,H1,0,20,43.29999923706055,39.70000076293945,17,2,"c(1597913.10129966, 1956089.50427026)"
77,M16,Goshen Stream Fern Gully,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2023669,-77.201322,"Unmanaged: wild plants/weeds, forest, or grassland",10xhoJuhx3u7wKLo20Zsc1-dmVUlNBxhs,0,20882,7b,80,86,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,A,5,20,24,60.599998474121094,15.399999618530273,5.199999809265137,"c(1598005.92088745, 1956160.97469808)"
77,M16,Goshen Stream Fern Gully,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2023669,-77.201322,"Unmanaged: wild plants/weeds, forest, or grassland",10xhoJuhx3u7wKLo20Zsc1-dmVUlNBxhs,0,20882,7b,80,86,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,Bg,20,46,27,55,18,0.25,"c(1598005.92088745, 1956160.97469808)"
77,M16,Goshen Stream Fern Gully,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2023669,-77.201322,"Unmanaged: wild plants/weeds, forest, or grassland",10xhoJuhx3u7wKLo20Zsc1-dmVUlNBxhs,0,20882,7b,80,86,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,Cg,46,168,41,40,19,0.25,"c(1598005.92088745, 1956160.97469808)"
77,M16,Goshen Stream Fern Gully,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2023669,-77.201322,"Unmanaged: wild plants/weeds, forest, or grassland",10xhoJuhx3u7wKLo20Zsc1-dmVUlNBxhs,0,20882,7b,80,86,Temperate or sub-polar broadleaf deciduous forest,Deciduous Forest,TRUE,MD031,54A,533647,25779849,Oi,0,5,0,0,0,68,"c(1598005.92088745, 1956160.97469808)"
78,M17,Goshen Rec Grass,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238459,-77.2123519,"Managed: mowed/tended lawns, yard, or park",15Zxa_xtn7wnGK_4bAicZO99r3NnyJbtR,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H3,64,89,NA,NA,NA,NA,"c(1596607.73861359, 1958335.98485016)"
78,M17,Goshen Rec Grass,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238459,-77.2123519,"Managed: mowed/tended lawns, yard, or park",15Zxa_xtn7wnGK_4bAicZO99r3NnyJbtR,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H4,89,99,NA,NA,NA,NA,"c(1596607.73861359, 1958335.98485016)"
78,M17,Goshen Rec Grass,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238459,-77.2123519,"Managed: mowed/tended lawns, yard, or park",15Zxa_xtn7wnGK_4bAicZO99r3NnyJbtR,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H1,0,25,29.100000381469727,53.400001525878906,17.5,2,"c(1596607.73861359, 1958335.98485016)"
78,M17,Goshen Rec Grass,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238459,-77.2123519,"Managed: mowed/tended lawns, yard, or park",15Zxa_xtn7wnGK_4bAicZO99r3NnyJbtR,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H2,25,64,37.900001525878906,35.599998474121094,26.5,0.3799999952316284,"c(1596607.73861359, 1958335.98485016)"
79,M18,Goshen Rec Arched Tree,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238549,-77.2126031,"Unmanaged: wild plants/weeds, forest, or grassland",1JqR-X9Rw6ORPioI2lRd14iZoaFuNyIzB,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H3,64,89,NA,NA,NA,NA,"c(1596586.47190793, 1958332.75363572)"
79,M18,Goshen Rec Arched Tree,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238549,-77.2126031,"Unmanaged: wild plants/weeds, forest, or grassland",1JqR-X9Rw6ORPioI2lRd14iZoaFuNyIzB,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H4,89,99,NA,NA,NA,NA,"c(1596586.47190793, 1958332.75363572)"
79,M18,Goshen Rec Arched Tree,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238549,-77.2126031,"Unmanaged: wild plants/weeds, forest, or grassland",1JqR-X9Rw6ORPioI2lRd14iZoaFuNyIzB,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H1,0,25,29.100000381469727,53.400001525878906,17.5,2,"c(1596586.47190793, 1958332.75363572)"
79,M18,Goshen Rec Arched Tree,"Germantown, MD",Germantown,MD,Pilot (Hoffman and team),39.2238549,-77.2126031,"Unmanaged: wild plants/weeds, forest, or grassland",1JqR-X9Rw6ORPioI2lRd14iZoaFuNyIzB,0,20876,7b,16,0,Temperate or sub-polar broadleaf deciduous forest,Pasture/Hay,TRUE,MD031,16B,533579,25779721,H2,25,64,37.900001525878906,35.599998474121094,26.5,0.3799999952316284,"c(1596586.47190793, 1958332.75363572)"
80,M19,Farm Park Bird Field,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1642713,-77.1349229,"Managed: mowed/tended lawns, yard, or park",1-UxtRseqxDVwUQyPKGWxW3bqA-OvxS6_,0,20855,7b,9,0,Cropland,Pasture/Hay,TRUE,MD031,5B,533661,25779916,C1,102,150,43.20000076293945,38.79999923706055,18,0,"c(1604418.08212962, 1953093.59241444)"
80,M19,Farm Park Bird Field,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1642713,-77.1349229,"Managed: mowed/tended lawns, yard, or park",1-UxtRseqxDVwUQyPKGWxW3bqA-OvxS6_,0,20855,7b,9,0,Cropland,Pasture/Hay,TRUE,MD031,5B,533661,25779916,C2,150,208,43.20000076293945,38.79999923706055,18,0,"c(1604418.08212962, 1953093.59241444)"
80,M19,Farm Park Bird Field,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1642713,-77.1349229,"Managed: mowed/tended lawns, yard, or park",1-UxtRseqxDVwUQyPKGWxW3bqA-OvxS6_,0,20855,7b,9,0,Cropland,Pasture/Hay,TRUE,MD031,5B,533661,25779916,Ap,0,27,30,55,15,3,"c(1604418.08212962, 1953093.59241444)"
80,M19,Farm Park Bird Field,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1642713,-77.1349229,"Managed: mowed/tended lawns, yard, or park",1-UxtRseqxDVwUQyPKGWxW3bqA-OvxS6_,0,20855,7b,9,0,Cropland,Pasture/Hay,TRUE,MD031,5B,533661,25779916,Bt2,51,76,22,54,24,0.09000000357627869,"c(1604418.08212962, 1953093.59241444)"
80,M19,Farm Park Bird Field,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1642713,-77.1349229,"Managed: mowed/tended lawns, yard, or park",1-UxtRseqxDVwUQyPKGWxW3bqA-OvxS6_,0,20855,7b,9,0,Cropland,Pasture/Hay,TRUE,MD031,5B,533661,25779916,Bt1,27,51,21.899999618530273,55,23.100000381469727,0.25,"c(1604418.08212962, 1953093.59241444)"
80,M19,Farm Park Bird Field,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1642713,-77.1349229,"Managed: mowed/tended lawns, yard, or park",1-UxtRseqxDVwUQyPKGWxW3bqA-OvxS6_,0,20855,7b,9,0,Cropland,Pasture/Hay,TRUE,MD031,5B,533661,25779916,Btx,76,102,27,54,19,0,"c(1604418.08212962, 1953093.59241444)"
81,M20,Farm Park Stream Side,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.162704,-77.1327725,"Unmanaged: wild plants/weeds, forest, or grassland",14_lYo5z76LGVbYmxdmKNMOldmlhME2vI,4,20855,7b,44,0,Wetland,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,A,5,20,24,60.599998474121094,15.399999618530273,5.199999809265137,"c(1604633.20407758, 1952957.6882632)"
81,M20,Farm Park Stream Side,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.162704,-77.1327725,"Unmanaged: wild plants/weeds, forest, or grassland",14_lYo5z76LGVbYmxdmKNMOldmlhME2vI,4,20855,7b,44,0,Wetland,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,Bg,20,46,27,55,18,0.25,"c(1604633.20407758, 1952957.6882632)"
81,M20,Farm Park Stream Side,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.162704,-77.1327725,"Unmanaged: wild plants/weeds, forest, or grassland",14_lYo5z76LGVbYmxdmKNMOldmlhME2vI,4,20855,7b,44,0,Wetland,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,Cg,46,168,41,40,19,0.25,"c(1604633.20407758, 1952957.6882632)"
81,M20,Farm Park Stream Side,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.162704,-77.1327725,"Unmanaged: wild plants/weeds, forest, or grassland",14_lYo5z76LGVbYmxdmKNMOldmlhME2vI,4,20855,7b,44,0,Wetland,"Developed, Open Space",TRUE,MD031,54A,533647,25779849,Oi,0,5,0,0,0,68,"c(1604633.20407758, 1952957.6882632)"
82,M21,Farm Park Farmhouse,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1637646,-77.1305888,"Managed: mowed/tended lawns, yard, or park",1FKkWG4N7Q_tz0ZHepfsiXL-jOr51Mfc-,0,20855,7b,7,0,Cropland,Pasture/Hay,TRUE,MD031,4B,533642,25779838,"Bt1,Bt2",38,107,17.799999237060547,44.20000076293945,38,0.25,"c(1604793.03023256, 1953111.09747683)"
82,M21,Farm Park Farmhouse,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1637646,-77.1305888,"Managed: mowed/tended lawns, yard, or park",1FKkWG4N7Q_tz0ZHepfsiXL-jOr51Mfc-,0,20855,7b,7,0,Cropland,Pasture/Hay,TRUE,MD031,4B,533642,25779838,Ap,0,15,26.299999237060547,52.70000076293945,21,2,"c(1604793.03023256, 1953111.09747683)"
82,M21,Farm Park Farmhouse,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1637646,-77.1305888,"Managed: mowed/tended lawns, yard, or park",1FKkWG4N7Q_tz0ZHepfsiXL-jOr51Mfc-,0,20855,7b,7,0,Cropland,Pasture/Hay,TRUE,MD031,4B,533642,25779838,C,107,152,26.299999237060547,52.70000076293945,21,0.25,"c(1604793.03023256, 1953111.09747683)"
82,M21,Farm Park Farmhouse,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.1637646,-77.1305888,"Managed: mowed/tended lawns, yard, or park",1FKkWG4N7Q_tz0ZHepfsiXL-jOr51Mfc-,0,20855,7b,7,0,Cropland,Pasture/Hay,TRUE,MD031,4B,533642,25779838,"E,BE",15,38,20.5,54.5,25,0.25,"c(1604793.03023256, 1953111.09747683)"
83,M22,Farm Park Spice Bush Thicket,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.165766,-77.128902,"Unmanaged: wild plants/weeds, forest, or grassland",1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,0,20855,7b,84,81,Wetland,Woody Wetlands,TRUE,MD031,2B,533621,25779930,BCt,76,107,41.599998474121094,33.900001525878906,24.5,0.05000000074505806,"c(1604890.34673948, 1953359.48981908)"
83,M22,Farm Park Spice Bush Thicket,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.165766,-77.128902,"Unmanaged: wild plants/weeds, forest, or grassland",1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,0,20855,7b,84,81,Wetland,Woody Wetlands,TRUE,MD031,2B,533621,25779930,Ap,0,20,20,60,20,2.5,"c(1604890.34673948, 1953359.48981908)"
83,M22,Farm Park Spice Bush Thicket,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.165766,-77.128902,"Unmanaged: wild plants/weeds, forest, or grassland",1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,0,20855,7b,84,81,Wetland,Woody Wetlands,TRUE,MD031,2B,533621,25779930,CBt,107,137,38.099998474121094,38.20000076293945,23.700000762939453,0.009999999776482582,"c(1604890.34673948, 1953359.48981908)"
83,M22,Farm Park Spice Bush Thicket,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.165766,-77.128902,"Unmanaged: wild plants/weeds, forest, or grassland",1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,0,20855,7b,84,81,Wetland,Woody Wetlands,TRUE,MD031,2B,533621,25779930,Bt1,20,46,25.600000381469727,45.900001525878906,28.5,0.11999999731779099,"c(1604890.34673948, 1953359.48981908)"
83,M22,Farm Park Spice Bush Thicket,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.165766,-77.128902,"Unmanaged: wild plants/weeds, forest, or grassland",1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,0,20855,7b,84,81,Wetland,Woody Wetlands,TRUE,MD031,2B,533621,25779930,Bt2,46,76,26.700000762939453,45.599998474121094,27.700000762939453,0.10000000149011612,"c(1604890.34673948, 1953359.48981908)"
83,M22,Farm Park Spice Bush Thicket,"Derwood, MD",Derwood,MD,Pilot (Hoffman and team),39.165766,-77.128902,"Unmanaged: wild plants/weeds, forest, or grassland",1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,0,20855,7b,84,81,Wetland,Woody Wetlands,TRUE,MD031,2B,533621,25779930,C,137,193,68.19999694824219,28.299999237060547,3.5,0.009999999776482582,"c(1604890.34673948, 1953359.48981908)"
84,M23,Cabin John Tai Chi Court,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0351753,-77.1481955,"Managed: mowed/tended lawns, yard, or park",1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,6,20817,7b,93,90,Temperate or sub-polar broadleaf deciduous forest,"Developed, Open Space",TRUE,MD031,2B,533621,25779930,BCt,76,107,41.599998474121094,33.900001525878906,24.5,0.05000000074505806,"c(1606155.60081155, 1938684.22497814)"
84,M23,Cabin John Tai Chi Court,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0351753,-77.1481955,"Managed: mowed/tended lawns, yard, or park",1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,6,20817,7b,93,90,Temperate or sub-polar broadleaf deciduous forest,"Developed, Open Space",TRUE,MD031,2B,533621,25779930,Ap,0,20,20,60,20,2.5,"c(1606155.60081155, 1938684.22497814)"
84,M23,Cabin John Tai Chi Court,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0351753,-77.1481955,"Managed: mowed/tended lawns, yard, or park",1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,6,20817,7b,93,90,Temperate or sub-polar broadleaf deciduous forest,"Developed, Open Space",TRUE,MD031,2B,533621,25779930,CBt,107,137,38.099998474121094,38.20000076293945,23.700000762939453,0.009999999776482582,"c(1606155.60081155, 1938684.22497814)"
84,M23,Cabin John Tai Chi Court,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0351753,-77.1481955,"Managed: mowed/tended lawns, yard, or park",1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,6,20817,7b,93,90,Temperate or sub-polar broadleaf deciduous forest,"Developed, Open Space",TRUE,MD031,2B,533621,25779930,Bt1,20,46,25.600000381469727,45.900001525878906,28.5,0.11999999731779099,"c(1606155.60081155, 1938684.22497814)"
84,M23,Cabin John Tai Chi Court,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0351753,-77.1481955,"Managed: mowed/tended lawns, yard, or park",1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,6,20817,7b,93,90,Temperate or sub-polar broadleaf deciduous forest,"Developed, Open Space",TRUE,MD031,2B,533621,25779930,Bt2,46,76,26.700000762939453,45.599998474121094,27.700000762939453,0.10000000149011612,"c(1606155.60081155, 1938684.22497814)"
84,M23,Cabin John Tai Chi Court,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0351753,-77.1481955,"Managed: mowed/tended lawns, yard, or park",1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,6,20817,7b,93,90,Temperate or sub-polar broadleaf deciduous forest,"Developed, Open Space",TRUE,MD031,2B,533621,25779930,C,137,193,68.19999694824219,28.299999237060547,3.5,0.009999999776482582,"c(1606155.60081155, 1938684.22497814)"
85,M24,Cabin John Conifers,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0341792,-77.1495557,"Unmanaged: wild plants/weeds, forest, or grassland",1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,0,20817,7b,84,89,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,TRUE,MD031,2B,533621,25779930,BCt,76,107,41.599998474121094,33.900001525878906,24.5,0.05000000074505806,"c(1606063.23749334, 1938551.78166718)"
85,M24,Cabin John Conifers,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0341792,-77.1495557,"Unmanaged: wild plants/weeds, forest, or grassland",1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,0,20817,7b,84,89,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,TRUE,MD031,2B,533621,25779930,Ap,0,20,20,60,20,2.5,"c(1606063.23749334, 1938551.78166718)"
85,M24,Cabin John Conifers,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0341792,-77.1495557,"Unmanaged: wild plants/weeds, forest, or grassland",1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,0,20817,7b,84,89,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,TRUE,MD031,2B,533621,25779930,CBt,107,137,38.099998474121094,38.20000076293945,23.700000762939453,0.009999999776482582,"c(1606063.23749334, 1938551.78166718)"
85,M24,Cabin John Conifers,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0341792,-77.1495557,"Unmanaged: wild plants/weeds, forest, or grassland",1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,0,20817,7b,84,89,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,TRUE,MD031,2B,533621,25779930,Bt1,20,46,25.600000381469727,45.900001525878906,28.5,0.11999999731779099,"c(1606063.23749334, 1938551.78166718)"
85,M24,Cabin John Conifers,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0341792,-77.1495557,"Unmanaged: wild plants/weeds, forest, or grassland",1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,0,20817,7b,84,89,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,TRUE,MD031,2B,533621,25779930,Bt2,46,76,26.700000762939453,45.599998474121094,27.700000762939453,0.10000000149011612,"c(1606063.23749334, 1938551.78166718)"
85,M24,Cabin John Conifers,"Bethesda, MD",Bethesda,MD,Pilot (Hoffman and team),39.0341792,-77.1495557,"Unmanaged: wild plants/weeds, forest, or grassland",1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,0,20817,7b,84,89,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,TRUE,MD031,2B,533621,25779930,C,137,193,68.19999694824219,28.299999237060547,3.5,0.009999999776482582,"c(1606063.23749334, 1938551.78166718)"
